PSA_Id,Domain,Class,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
30,Agriculture,PSA,"The Narok and Bomet Counties Agripreneurs Model initiative is now available under NAVCDP. Interested agripreneurs should take note and participate starting December 18, 2024.",Mradi wa Wajasiriamali wa Kilimo wa Kaunti za Narok na Bomet sasa upatikana chini ya NAVCDP. Wajasiriamali wa kilimo wanaovutiwa wanapaswa kuzingatia na kushiriki kuanzia tarehe 18 Desemba 2024.,"Omoibo ya Narok na Bomet ichakatigana naki agri-prenuers ku NAVCDP. Abakire agri-prenuers bwerere bonyaki na bosi ogeto ogi December 18, 2024.","Ng'ano mar Narok gi Bomet Counties Agri-entrepreneurs Model ohinga nyakuhisi malong' go NAVCDP. Agri-entrepreneurs ma en ne ng'eyo nilda ka olal ka gima timo madhigo otieno, ng'weny dhok e nyisecha 18, 2024.","Hannaanka Agripreneurs ee Gobolka Narok iyo Bomet ayaa hadda laga heli karaa NAVCDP. Agripreneurs-ka daneynaya waa in ay xusaan oo ay ka qeyb qaataan laga bilaabo Diseembar 18, 2024.",https://kilimo.go.ke/ps-dr-kipronoh-ronoh-paulcbs-presides-over-the-unveiling-of-the-narok-and-bomet-counties-agripreneurs-model-a-transformative-initiative-under-navcdp/,2026-07-14,scraped:MoALD News
31,Agriculture,PSA,"The 2025 Long Rains National Fertilizer Subsidy Programme is now launched; farmers are encouraged to apply for subsidies at NCPB GPC Depot, Nairobi.","Mpango wa Msaada wa Mbolea wa Mvua ndefu wa Kitaifa wa mwaka 2025 umeanzishwa; wakulima wanahimizwa kuomba msaada katika Kituo cha NCPB GPC, Nairobi.","Programu ya 2025 ya Misaada ya Mbolea ya Mvua Ndefu sasa imeanza; wakulima wanahimizwa kuomba misaada katika NCPB GPC Depot, Nairobi.","Dhiang' tich 2025 kaka nene weche mar Long Rains National Fertilizer Subsidy Programme oleyo; joge ong'eyo bende kanyakre gi subsidies e NCPB GPC Depot, Nairobi.","Barnaamijka Subsidy-ga Bacrinta Ciidda Gu'ga Dheer ee Qaranka ee 2025 ayaa la bilaabay; beeraleyda waxaa lagu dhiirigelinayaa inay dalbadaan deeqaha NCPB GPC Depot, Nairobi.",https://kilimo.go.ke/cs-dr-andrew-karanja-has-presided-over-the-launch-of-the-2025-long-rains-national-fertilizer-subsidy-programme-nfsp-at-the-ncpb-gpc-depot-nairobi/,2026-07-14,scraped:MoALD News
32,Agriculture,PSA,"1 million bags of subsidized fertilizers are now available for farmers. Please visit your local agricultural office to obtain your supply starting December 18, 2024.","Mifuko milioni 1 ya mbolea iliyopunguzwa bei sasa inapatikana kwa wakulima. Tafadhali tembelea ofisi yako ya kilimo ya karibu ili kupata usambazaji wako kuanzia Desemba 18, 2024.","Maki 1 milioni ekeria chichieri kyabere buya buya bwakirere ogende. Naki ogwaki omokirori buya bwaki ba choka Maki 18, 2024.","Piga 1 million kuom mkogoro duto wacho. Konyo ji thokye kuom oher gima to, ka ogend owuon e odhiambo nikech 18, Juma 2024.",1 milyan oo bac ah oo bacriminta la taageeray ayaa hadda diyaar u ah beeralayda. Fadlan booqo xafiiskaaga reer gaareed si aad u hesho sahaydaada laga bilaabo 18-ka Diseembar 2024.,https://kilimo.go.ke/the-principal-secretary-state-department-for-agriculture-dr-kipronoh-ronoh-paulcbs-flags-off-the-first-batch-of-1million-bags-of-subsidized-fertilizers/,2026-07-14,scraped:MoALD News
33,Agriculture,PSA,"The Kimalel Goat Auction will take place on December 17, 2024, to support the livestock sector. Farmers are encouraged to participate.","Mauctioni ya Mbuzi ya Kimalel itafanyika tarehe 17 Desemba 2024, kusaidia sekta ya mifugo. Wakulima wanahimizwa kushiriki.","Ong'ogoti bw'Kimalel bwatabere na December 17, 2024, buya buya ochung'ere omogoti. Abarima bareke batigere omokanya.","Kimalel Goat Auction bende owinji kuom Disemba 17, 2024, kuom nyalo chuth mang'ich. Wuothi bende gikony gi weche.","Tartanka Ariga Kimalel wuxuu dhacayaa 17ka Diseembar, 2024, si loo taageero qaybta xoolaha. Beeraleyda waxaa lagu dhiirigelinayaa inay ka qeybqaataan.",https://kilimo.go.ke/cs-dr-andrew-karanja-joins-h-e-president-ruto-at-kimalel-goat-auction-to-boost-livestock-sector/,2026-07-14,scraped:MoALD News
34,Agriculture,PSA,The National Agricultural Investment Plan is undergoing a review to align with global and national priorities. Stay informed for updates on how this may affect your agricultural activities.,Mpango wa Kitaalamu wa Uwekezaji wa Kilimo unafanyiwa mapitio ili kuendana na vipaumbele vya kimataifa na kitaifa. Kuwa na habari za hivi punde kuhusu jinsi hii inaweza kuathiri shughuli zako za kilimo.,Ekirobo cha boke boki buya bwogoreka ekieere buya buse nekhwaki bwaki ijiikire magoti egesia na boke. Naki buya bwagogorie buya bwakire oria ohia itabaki buya ogwari.,Plani mar Iting' Nyalani kanyakla to niyudo kach konyo gi piny ne piny. Koro uyie gi ng'eyo ma ok gima ineno modhiere kanyakla.,Qorshaha Maalgashiga Beeraha Qaranka ayaa la daawanayaa si loo waafajiyo mudnaanta caalamiga ah iyo tan qaranka. La soco wararka ku saabsan sida tani u saameyn karto hawlahaaga beeraha.,https://kilimo.go.ke/cs-dr-andrew-karanja-launches-review-of-national-agricultural-investment-plan-to-align-with-global-and-national-priorities/,2026-07-14,scraped:MoALD News
35,Agriculture,PSA,"A groundbreaking ceremony for sustainable farming, education, and environmental restoration has been held in Murang'a. Farmers are encouraged to engage with local initiatives.","Tukio la kuweka msingi wa kilimo endelevu, elimu, na urejeleaji wa mazingira limefanyika Murang'a. Wakulima wanahimizwa kushiriki katika miradi ya ndani.","Ekegusii ekererangi ye soga yire, buya, naki enyorokire bwaki ibomire oria Murang'a. Abakire banoibsikire kuikire hamwe ne naki jia buya.","Kore mar yore gi chike ma okonyo farming, waduong’ and otieno mar piny nyaka abirir kwe Murang'a. Wuonruok mag farming nyaka wuoyi gi joma orefu.","Munaasibad dhismo ah oo ku saabsan beero waara, waxbarasho, iyo soo kabashada deegaanka ayaa ka dhacday Murang'a. Beeraleyda waxaa lagu dhiirigelinayaa inay ka qaybqaataan mashaariicda deegaanka.",https://kilimo.go.ke/cs-dr-andrew-karanja-leads-groundbreaking-ceremony-in-muranga-championing-education-environmental-restoration-and-sustainable-farming/,2026-07-14,scraped:MoALD News
36,Agriculture,PSA,County leaders and stakeholders should prepare for upcoming discussions on agricultural advancement with the World Bank. Stay informed for details on participation opportunities.,Viongozi wa kaunti na wadau wanapaswa kujiandaa kwa mjadala unaokuja kuhusu maendeleo ya kilimo na Benki ya Dunia. Endelea kuwa na taarifa kuhusu fursa za ushiriki.,Abaki boti na abaki naki naki naki nyasa neza buya bware bwereksiri bwetabukire na World Bank. Naki kuria na mwaki buya buya bwetabukire.,Owino nyaka yore gi dhako manokelo kod wawer yonyo kanyalo kayie ka World Bank. Wachir gi yore e yo mar anyway kod gi ng'ato mar chalo.,Hoggaamiyeyaasha gobolka iyo danaynayaashu waa inay isu diyaariyaan wada-hadallo ku saabsan horumarinta beeraleyda oo la galayo Bangiga Adduunka. La soco faahfaahinta fursadaha ka qaybgalka.,https://kilimo.go.ke/cs-dr-andrew-karanja-leads-consultative-meeting-on-advancing-agriculture-with-county-leaders-and-world-bank/,2026-07-14,scraped:MoALD News
37,Agriculture,PSA,"Farmers and stakeholders are invited to engage in discussions on significant coffee reforms on December 6, 2024.","Wakulima na wadau wanakaribishwa kushiriki katika majadiliano kuhusu mabadiliko makubwa ya kahawa tarehe 6 Desemba, 2024.","Abagabi naki omokireri bategereje omokiri ogenda omokiri ekebinde buseme buseme ka buseme na December 6, 2024.","Anyang' gi akinyi bang' kendo nyathini mago ka jodak ne ohinga kendo igweno kende eseru ok wiri, 6 juma, 2024.","Farmers iyo daneeyayaal waxaa lagu casuumay inay ka qayb qaataan doodaha ku saabsan isbeddelada muhiimka ah ee bunka 6-deeda Diseembar, 2024.",https://kilimo.go.ke/principal-secretary-state-department-for-agriculture-dr-kipronoh-ronoh-paul-engages-farmers-and-stakeholders-on-significant-coffee-reforms/,2026-07-14,scraped:MoALD News
38,Agriculture,PSA,Farmers are urged to remain vigilant and report any sightings of migratory pests or desert locusts to local agricultural authorities immediately.,Wakulima wanahamasishwa kubaki makini na kuripoti mtu yeyote atakayekutana na wadudu wahamaji au nzige wa jangwani kwa mamlaka za kilimo za eneo mara moja.,"Abagere bano batarire nogusomeka buya, naki naki batarire okogotiga obokiri bwomogori bosi bu masiga bu aremo kioi omogori.",Dhi buo mar farmers konyo chike ma nyalo iweyo kendo nitie choro yore miyo piny gi dhako mar okonyo to agok ng'ato kata lwendi ni gati misango mar buor maber.,Beeraleyda waxaa lagu boorinayaa inay feejigeen oo ay si degdeg ah ugu warbixiyaan aragtiyada cayayaanka guur-guura ama cawska lamadegaanka madaxda ugu sarreeya ee deegaanka.,https://kilimo.go.ke/regional-agriculture-ministers-gather-in-mombasa-to-address-threat-of-migratory-pests-and-desert-locust/,2026-07-14,scraped:MoALD News
39,Agriculture,PSA,The Ministry of Agriculture and Livestock Development has launched the Farmer Registration Report 2023. Farmers are encouraged to access the report for vital information.,Wizara ya Kilimo na Maendeleo ya Mifugo imezindua Ripoti ya Usajili wa Wakulima ya mwaka 2023. Wakulima wanahimiziwa kufikia ripoti hiyo kwa taarifa muhimu.,Ekiabera chakaranga naki nyamacheke omokiri ogenda omokinyere 2023. Abakiri bariga nyamacheke kwendachere obwaki bwaki.,Ministry of Agriculture and Livestock Development omiye Farmer Registration Report 2023. Okwach gi wach kuom kanyo mag report manejo buo.,Wasaaradda Beeraha iyo Horumarinta Xoolaha ayaa soo bandhigtay Warbixinta Diiwaangelinta Beeraleyda 2023. Beeraleyda waxaa lagu dhiirrigelinayaa inay helaan warbixinta si ay u helaan macluumaad muhiim ah.,https://kilimo.go.ke/8863-2/,2026-07-14,scraped:MoALD News
40,Agriculture,PSA,No actionable information for farmers or agribusiness stakeholders is present in this article.,Makala hii haina taarifa yoyote inayoweza kutekelezwa kwa wakulima au wahusika wa biashara ya kilimo.,"Abagisii na abashokire bikwakire omogaka, obwakire buya bwaki bwere nyasa buya.",Kakaber ni cham kod mar kanyruok e gima ng'ato oter e piny.,Maqaalkani ma zawarayo macluumaad waxqabad ah oo ku saabsan beeralayda ama daneeyayaasha ganacsiga beeraha.,https://kilimo.go.ke/courtesy-call-by-the-agricultural-society-of-kenya-delegation-to-the-cs-for-agriculture-and-livestock-development-dr-andrew-karanja/,2026-07-14,scraped:MoALD News
41,Agriculture,PSA,"Kenyan farmers are encouraged to engage in partnerships that strengthen the agricultural sector. For details, contact your local agricultural office.","Wakulima wa Kenya wanahimizwa kujiunga katika ushirikiano unaoimarisha sekta ya kilimo. Kwa maelezo zaidi, wasiliana na ofisi yako ya kilimo ya eneo.","Abagiri b'aki Kenya barakirwa kweng'ana mu masonga abatekerete ageng'ene emihoya. Kogotwomokire, naki mwakire omokiriganya bwaki b'amasonga bwaki.","Abagik kanyalo kuom joma oseremo nyaka nyaloch gi joma opear gi konyruok mar boset. Kwach nyasaye ka oduogo higa, nangi e nyaka ma ok nyal.","Farmers-ka Kenya waxaa lagu dhiirrigelinayaa inay la shuraakoodaan si ay u xoojiyaan beeraleyda. Faahfaahin, la xiriir xafiiskaaga beeraha ee deegaanka.",https://kilimo.go.ke/cs-dr-andrew-karanja-and-agra-president-dr-agnes-kalibata-discuss-strengthening-kenyas-agricultural-sector-through-strategic-partnerships/,2026-07-14,scraped:MoALD News
42,Agriculture,PSA,"Youth interested in agribusiness can participate in the TEJATI initiative aimed at transforming agricultural ecosystems through technology and innovation. Sign up by November 29, 2024.","Vijana wanaovutiwa na biashara ya kilimo wanaweza kushiriki katika mpango wa TEJATI unaolenga kubadilisha mifumo ya kilimo kupitia teknolojia na uvumbuzi. Jiandikishe kabla ya Novemba 29, 2024.","Abagere abane mAsa na agribusiness bataria kukiragiane mu TEJATI initiative ikorera ku buya bw’obushonga obw’osi bwiomoka mu buya bw’akaranga. Naki omokire buya buya hatari Oktoba 29, 2024.","Nyang'udzo gi agribusiness n'en ginyalo pako kuom TEJATI, mokwongo kanyakla chiegni min niego ma itimo e tiego mag joma. Sawa chuth gi November 29, 2024.",Dhallinyarada xiisaynaysa ganacsiga beeraha waxay ka qeyb qaadan karaan mashruuca TEJATI oo loogu talagalay in lagu beddelo nidaamka beeraleyda iyada oo la adeegsanayo tiknoolojiyad iyo hal-abuur. Isdiiwaangeli ka hor 29-ka Novembar 2024.,https://kilimo.go.ke/empowerment-for-youths-in-agribusiness-through-transforming-ecosystems-for-jobs-in-agriculture-through-technology-and-innovation-tejati-initiative/,2026-07-14,scraped:MoALD News
43,Agriculture,PSA,Caritas Nairobi has unveiled its Strategic Plan for 2024 to enhance agricultural empowerment. Stakeholders in agriculture are encouraged to engage with this initiative.,Caritas Nairobi imezindua Mpango wake wa Kistratejia wa mwaka 2024 wa kuimarisha uwezo wa kilimo. Wadau katika kilimo wanahimizwa kushiriki katika mpango huu.,Caritas Nairobi omokere buya buya bwakirori bwokiraki bwa 2024 kugira ngo bwerere omogoti. Abakire ba buya bwakirori baragwirane kugana ini.,Caritas Nairobi abed gi chalo mar 2024 mokuongo ndalo duto kuom ng'ato mar dak. Okwongo gi pinyruok kanyim piny oseyudo ma ok nyal jiedi kuom chalo manjeno.,Caritas Nairobi waxay soo bandhigtay Qorshaha Istiraatiijiga ah ee 2024 si kor loogu qaado awoodsiinta beeralayda. Xubnaha ka shaqeeya beerta waxaa lagu dhiirrigelinayaa inay ka qaybqaataan hindisahan.,https://kilimo.go.ke/caritas-nairobi-unveils-strategic-plan-2024-with-cs-dr-andrew-karanja-advancing-agricultural-empowerment-and-community-transformation/,2026-07-14,scraped:MoALD News
44,Agriculture,PSA,The Ministry of Agriculture and Livestock Development has launched the National Agroecology Strategy for Food Systems Transformation. All stakeholders are encouraged to familiarize themselves with the strategy.,Wizara ya Kilimo na Maendeleo ya Mifugo imezindua Mkakati wa Kitaifa wa Agroekolojia kwa ajili ya Mabadiliko ya Mfumo wa Chakula. Wadau wote wanahimizwa kujifunza kuhusu mkakati huu.,Obwaki bw’Engorane na Kuorere Bwaki bw’Emokore bwatombokire Bwakuborere bw’Etenge Bwakuborere. Abakire b’isi nyang’ori bae kwenying'ana na bwaki bu.,Wang'ni wa Ugenya Kodhi e Dholuo nochuno National Agroecology Strategy mar Ndalo kendo Kondo mar Kachieng'. Nyarwa ni dhokeyo mokwongo ma en yieng' ka bende wadhore kalo.,Wasaaradda Beeraha iyo Horumarinta Xoolaha ayaa soo bandhigtay Istaraatiijiyadda Qaranka ee Agroecology si loo beddelo Nidaamka Cuntada. Dhamaan kuwa ka qayb qaadanaya waxaa lagu dhiirigelinayaa inay isbarbar dhigaan istaraatiijiyadda.,https://kilimo.go.ke/ministry-of-agriculture-and-livestock-development-officially-launch-its-national-agroecology-strategy-for-food-systems-transformation/,2026-07-14,scraped:MoALD News
45,Agriculture,PSA,Farmers are urged to access certified and quality seeds to revitalize the agriculture sector. Check with local agricultural offices for availability and support.,Wakulima wanashawishiwa kupata mbegu zilizosajiliwa na za ubora ili kuhuisha sekta ya kilimo. Angalia ofisi za kilimo za eneo lako kwa upatikanaji na msaada.,"Abagikere bano baki, babwatani baria biaje bwa mbega ebwa naki naki buya kwatokera ekikura. Naki buya bware bwakire buya bware bwagikere bano bwakire!",Waduong’ to owuok kanyakla kuom seed ma twak kendo mego gi chalo. Chieng' e yo maber mar abok ma waduong' timo.,Beeraleyda waxaa lagu boorinayaa inay helaan abuur tayo leh oo la xaqiijiyey si ay dib ugu furaan beeraha. La xiriir xafiisyada beeraha ee deegaanka si aad u hubiso helitaanka iyo taageero.,https://kilimo.go.ke/revitalizing-the-agriculture-sector-through-provision-of-certified-and-quality-seeds-to-our-farmers/,2026-07-14,scraped:MoALD News
46,Agriculture,PSA,Farmers are encouraged to take advantage of subsidized fertilizer and high-quality seeds to boost production.,Wakulima wanahimizwa kuchangamkia mbolea iliyorahisishwa na mbegu za hali ya juu ili kuongeza uzalishaji.,Abakire bakorere onyonka oborwe bwokwikore okoyabaki busibozole bwabiri na ebiswaki bwaki naki kosiire omoshonchori.,Bangi e yo ng'weyo ma otond dik kanyakore mag fertilizer oyiero gi ng'ere ma oting' nindo miyo okelo kita.,Beerayaasha waxaa lagu boorinayaa inay ka faa'idaystaan bacriminta la socota hoos u dhaca qiimaha iyo abuur tayo sare leh si ay u kordhiyaan wax soo saarkooda.,https://kilimo.go.ke/government-supports-farmers-in-increasing-their-production-through-provision-of-subsidized-fertilizer/,2026-07-14,scraped:MoALD News
47,Agriculture,PSA,The Kenya Agricultural Management Information System (KIAMIS) is being scaled up for a digitized and transparent agricultural sector. Stay informed on updates and usage.,Mfumo wa Habari wa Usimamizi wa Kilimo Kenya (KIAMIS) unapanuliwa kwa sekta ya kilimo yenye dijitali na uwazi. Endelea kupata taarifa kuhusu masasisho na matumizi.,Sistemia Ekitambu ya Makiere (KIAMIS) inarengwa kwa ajili ya sekta ya ekibare ebyegorori uye ebikorebwa. Tiga nibwaki bwokere busekeri naki.,Kenya Agricultural Management Information System (KIAMIS) en gitimre kwa wendo mar dhok mar kaide kod wach kanyaluo. Chiwruok kuom mabor gi nyalo.,Nidaamka Maareynta Macluumaadka Beeraha ee Kenya (KIAMIS) ayaa lagu ballaarinayaa inuu noqdo mid dijital ah oo hufan. La soco wararka iyo isticmaalka.,https://kilimo.go.ke/cs-dr-andrew-karanja-leads-efforts-to-scale-up-kiamis-for-a-digitized-and-transparent-agricultural-sector/,2026-07-14,scraped:MoALD News
48,Agriculture,PSA,The Chemelil Sugar Strategic Plan 2023-2027 has been launched to transform the sugar industry. Stakeholders should review the plan for future opportunities and participation.,Mpango Mkakati wa Tumbaku wa Chemelil 2023-2027 umenezwa ili kubadili sekta ya sukari. Wadau wanapaswa kukagua mpango huu kwa ajili ya fursa na ushiriki wa siku zijazo.,Ekiroire buya bwa Chemelil Sugar 2023-2027 kirebu bwakinyabwa bwakiere buya bwakansungonere. Abatireri kianagane bwere kumakinyora buya buiki bikogorere na kugendera.,Chemelil Sugar Strategic Plan 2023-2027 en ka tindo nyalo chuth kanyakla. Odhiechieng’ ok nyal olal plan no chido kianyore kendo chike.,Qorshaha Istiraatiijiga Sonkorta Chemelil 2023-2027 ayaa la bilaabay si loo beddelo warshadaha sonkorta. Xuquuqda lahae yaashu waa inay dib u eegaan qorshaha si ay fursado mustaqbalka iyo ka qaybqaadasho u helaan.,https://kilimo.go.ke/cs-dr-andrew-karanja-launches-chemelil-sugar-strategic-plan-2023-2027-paving-the-way-for-industry-transformation/,2026-07-14,scraped:MoALD News
49,Agriculture,PSA,The government is supporting the sugar sector transformation to enhance value addition and increase production. Stakeholders are encouraged to engage in these initiatives.,Serikali inasaidia mabadiliko ya sekta ya sukari ili kuongeza thamani na kuongeza uzalishaji. Wadau wanahimizwa kushiriki katika mipango hii.,Omosarato oria ogokire omotere buya bwaki abantugari bialama omokogoti bwaki omotendeti bwakwendo. Abakire baisireri bosi nyanagire mu nyanage ino.,Uradi wacho ni government iyudo nyaka yudi sugar sector ng'eyo to yore piny kanyim dawo kanyakla. Lwakni e yo ng'ato nyaka kanyo tuo kinyon.,Dowladda waxay taageertaa isbeddelka qaybta sonkorta si loo kordhiyo qiimaha iyo wax soo saarka. Dhamaan daneeyayaasha waxaa lagu dhiirrigelinayaa inay ka qayb qaataan hawlahan.,https://kilimo.go.ke/driving-economic-growth-government-supports-sugar-sector-transformation-through-value-addition-and-increased-production/,2026-07-14,scraped:MoALD News
